ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS   
19666,Silvestro Pirandello,"Coop, Reggio Calabria",1539,2012-
19667,Ermes Verdone,"Unieuro, Catania",1542,2020-01-13,Undisp
19668,Camillo Bossi,"Microsoft, Reggio Calabria",1967,2021-05
19669,Paola Pisani,"Ikea, Roma",1968,2021-07-14,Disputed     
19670,Carlo Sollima,"Mediaworld, Genova",1125,2021-03-13,Disp
19671,Angelica Raurica,"Euronics, Catanzaro",1929,2017-06-30,
19672,Gianpaolo Pisani,"Coop, Catanzaro",1887,2020-12-23,Undi
19673,Adele Pace,"Coop, Napoli",1989,2014-05-12,Undisputed   
19674,Gaetano Bocca,"Mediaworld, Genova",1833,2019-10-19,Disp
19675,Letizia Tresoldi,"Decathlon, Roma",1225,2012-08-26,Disp
19676,Gino Gonzaga,"Coop, Torino",1317,2015-03-10,Undisputed 
19677,Gianni Zoppetti,"Expert, Messina",1594,2019-12-29,Undis
19678,Giulietta Paolucci,"Coop, Catania",1533,2018-02-15,Disp
19679,Mattia Savorgnan,"Mediaworld, Palermo",1770,2014-03-14,
19680,Etta Rismondo,"Coop, Reggio Calabria",1877,2012-11-22,U
19681,Camillo Pausini,"Mediaworld, Catania",1863,2018-09-03,U
19682,Michelotto Pacillo,"Microsoft, Reggio Calabria",1583,20
19683,Germana Rinaldi,"Amazon, Genova",1151,2020-04-20,Undisp
19684,Gabriella Balbi,"Ikea, Catania",1614,2014-10-28,Undispu
19685,Gabriele Beccheria,"Mediaworld, Messina",1275,2021-08-0
19686,Fredo Ricci,"Ikea, Palermo",1000,2015-12-24,Disputed   
19687,Etta Pacillo,"Euronics, Napoli",1588,2012-07-17,Dispute
19688,Salvatore Bocca,"Amazon, Catania",1633,2011-12-05,Dispu
19689,Eleanora Balbi,"Euronics, Milano",1785,2021-08-10,Dispu
19690,Ermes Pasolini,"Coop, Torino",1768,2019-10-07,Disputed 
19691,Osvaldo Antonelli,"Decathlon, Palermo",1647,2014-11-10,
19692,Amedeo Smirnoff,"Decathlon, Torino",1082,2020-02-16,Und
19693,Letizia Bixio,"Microsoft, Roma",1397,2014-11-28,Undispu
19694,Puccio Maffei,"Unieuro, Reggio Calabria",1859,2013-10-0
19695,Pierpaolo Sgalambro,"Unieuro, Messina",1813,2017-05-11,
19696,Gabriella Spinola,"Euronics, Milano",1936,2012-05-03,Un
19697,Carlo Piazzi,"Ikea, Reggio Calabria",1479,2013-05-08,Di
19698,Eleanora Berrè,"Microsoft, Catania",1085,2017-11-25,Dis
19699,Pierpaolo Balotelli,"Coop, Catania",1142,2012-09-12,Und
19700,Etta Crisafulli,"Amazon, Torino",1393,2019-01-26,Undisp
19701,Cecilia Solimena,"Apple, Reggio Calabria",1860,2016-08-
19702,Sergius Lupo,"Coop, Torino",1891,2021-02-10,Undisputed 
19703,Elena Zoppetti,"Expert, Messina",1578,2020-05-11,Undisp
19704,Lazzaro Marangoni,"Expert, Catania",1890,2018-08-22,Und
19705,Bianca Giannotti,"Unieuro, Torino",1836,2020-07-07,Undi
19706,Gian Contarini,"Expert, Milano",1476,2014-01-19,Undispu
19707,Camillo Giradello,"Mediaworld, Catanzaro",1812,2020-04-
19708,Rodolfo Bocca,"Coop, Roma",1204,2017-02-28,Disputed    
19709,Pierpaolo Chinnici,"Microsoft, Napoli",1986,2017-01-29,
19710,Antonello Ricci,"Mediaworld, Reggio Calabria",1353,2019
19711,Letizia Trentini,"Apple, Milano",1624,2016-11-19,Disput
19712,Adele Sgalambro,"Unieuro, Napoli",1281,2021-05-27,Undis
19713,Sandra Panzera,"Amazon, Palermo",1794,2013-06-26,Undisp
19714,Pierpaolo Verdone,"Ikea, Napoli",1136,2020-09-07,Undisp
19715,Salvatore Argentero,"Decathlon, Catania",1453,2016-03-0
19716,Ronaldo Ricci,"Amazon, Napoli",1426,2017-11-08,Disputed
19717,Lodovico Nordio,"Expert, Messina",1811,2014-08-30,Undis
19718,Gino Stein,"Apple, Napoli",1768,2012-02-28,Disputed    
19719,Fiorino Calgari,"Coop, Milano",1462,2011-10-02,Disputed
19720,Loredana Contarini,"Microsoft, Reggio Calabria",1181,20
19721,Filippa Carli,"Expert, Torino",1260,2019-11-10,Undisput
19722,Giulietta Lettiere,"Unieuro, Palermo",1774,2012-07-31,U
19723,Alfredo Balotelli,"Coop, Milano",1806,2011-11-28,Disput
19724,Luciano Strangio,"Mediaworld, Messina",1645,2013-05-09,
19725,Romina Stucchi,"Coop, Reggio Calabria",1662,2015-07-29,
19726,Adele Raurica,"Coop, Reggio Calabria",1999,2012-09-05,D
19727,Sergius Giradello,"Microsoft, Roma",1101,2017-11-19,Dis
19728,Gianni Maffei,"Amazon, Milano",1362,2019-12-15,Disputed
19729,Maurilio Tomasini,"Apple, Roma",1611,2018-02-28,Dispute
19730,Paulina Sibilia,"Euronics, Catanzaro",1863,2019-01-08,U
19731,Manuel Sibilia,"Microsoft, Palermo",1464,2014-01-07,Dis
19732,Alfredo Tomasini,"Microsoft, Catania",1575,2019-01-04,D
19733,Angelica Gigli,"Amazon, Napoli",1862,2013-12-31,Dispute
19734,Mariana Pausini,"Euronics, Reggio Calabria",1164,2019-0
19735,Letizia Fracci,"Microsoft, Roma",1309,2018-12-31,Disput
19736,Gianni Traversa,"Microsoft, Roma",1925,2016-12-06,Dispu
19737,Ermes Carullo,"Mediaworld, Roma",1790,2016-07-08,Disput
19738,Giampaolo Pirandello,"Apple, Roma",1321,2017-02-22,Disp
19739,Mattia Zoppetti,"Coop, Milano",1588,2013-06-24,Undisput
19740,Camillo Nosiglia,"Apple, Palermo",1805,2016-11-13,Undis
19741,Alfredo Vezzali,"Expert, Reggio Calabria",1207,2016-02-
19742,Costanzo Nibali,"Mediaworld, Roma",1907,2016-09-24,Disp
19743,Maurilio Tanzini,"Mediaworld, Genova",1866,2015-01-09,D
19744,Nicolò Bajamonti,"Ikea, Reggio Calabria",1527,2020-08-2
19745,Lina Stucchi,"Mediaworld, Genova",1321,2012-12-18,Dispu
19746,Elena Pisani,"Mediaworld, Torino",1256,2012-04-29,Dispu
19747,Alfredo Cocci,"Expert, Reggio Calabria",1960,2021-04-17
19748,Paulina Armellini,"Coop, Napoli",1711,2016-11-27,Disput
19749,Ludovica Nordio,"Ikea, Genova",1372,2015-06-05,Disputed
19750,Sylvia Rismondo,"Decathlon, Genova",1460,2020-07-31,Dis
19751,Loredana Rinaldi,"Amazon, Reggio Calabria",1797,2017-10
19752,Ronaldo Savorgnan,"Microsoft, Torino",1978,2015-01-07,D
19753,Ludovica Nibali,"Mediaworld, Catania",1581,2011-11-07,U
19754,Ermenegildo Antonelli,"Microsoft, Milano",1554,2017-08-
19755,Giulio Rinaldi,"Microsoft, Genova",1320,2016-12-13,Undi
19756,Ronaldo Maffei,"Mediaworld, Napoli",1809,2013-09-08,Dis
19757,Fiorino Pacillo,"Mediaworld, Torino",1655,2021-04-22,Di
19758,Alessia Rubbia,"Decathlon, Torino",1217,2020-04-22,Disp
19759,Isabella Papetti,"Expert, Roma",1930,2020-10-29,Undispu
19760,Antonello Tanzini,"Unieuro, Catanzaro",1159,2019-04-16,
19761,Puccio Smirnoff,"Decathlon, Napoli",1799,2017-11-23,Und
19762,Giampaolo Calgari,"Ikea, Roma",1335,2020-09-13,Disputed
19763,Nino Spinola,"Microsoft, Torino",1222,2017-07-04,Undisp
19764,Vincentio Tanzini,"Apple, Roma",1068,2015-07-28,Dispute
19765,Ermenegildo Parpinel,"Apple, Catanzaro",1403,2013-10-15
19766,Umberto Parpinel,"Microsoft, Messina",1571,2020-06-18,U
19767,Carlo Strangio,"Amazon, Palermo",1394,2017-05-07,Disput
19768,Luciano Bersani,"Unieuro, Catania",1005,2020-12-23,Disp
19769,Sylvia Argentero,"Ikea, Napoli",1553,2020-09-23,Dispute
19770,Nino Berrè,"Euronics, Messina",1934,2014-01-12,Disputed
19771,Ludovica Sollima,"Decathlon, Palermo",1796,2018-09-04,D
19772,Mattia Piazzi,"Unieuro, Napoli",1954,2021-07-19,Dispute
19773,Salvatore Bossi,"Apple, Messina",1475,2018-11-10,Disput
19774,Ermenegildo Bocca,"Amazon, Messina",1674,2021-01-21,Und
19775,Adele Traversa,"Microsoft, Genova",1613,2013-06-24,Disp
19776,Elena Bocca,"Decathlon, Catania",1291,2020-04-12,Undisp
19777,Gian Paolucci,"Expert, Reggio Calabria",1802,2018-02-10
19778,Loredana Argentero,"Euronics, Genova",1241,2013-08-20,U
19779,Laureano Galuppi,"Euronics, Torino",1708,2011-09-27,Dis
19780,Alessandro Corcos,"Ikea, Palermo",1543,2016-04-19,Dispu
19781,Vincentio Sollima,"Apple, Torino",1427,2021-01-21,Dispu
19782,Martino Lupo,"Ikea, Napoli",1544,2020-08-05,Disputed   
19783,Martino Bajamonti,"Apple, Torino",1009,2021-02-15,Undis
19784,Salvatore Marangoni,"Amazon, Palermo",1774,2014-03-02,D
19785,Pierpaolo Ricci,"Expert, Roma",1288,2011-11-21,Disputed
19786,Lazzaro Bombieri,"Ikea, Torino",1367,2017-08-22,Undispu
19787,Adamo Paolucci,"Apple, Catanzaro",1918,2013-02-25,Undis
19788,Temistocle Tomasini,"Decathlon, Torino",1751,2021-05-19
19789,Nicolò Argentero,"Decathlon, Torino",1766,2015-12-24,Di
19790,Gian Pausini,"Decathlon, Palermo",1878,2012-01-01,Dispu
19791,Antonello Natta,"Amazon, Palermo",1943,2012-01-21,Undis
19792,Adelasia Cociarelli,"Mediaworld, Roma",1782,2020-04-18,
19793,Mariana Panzera,"Apple, Messina",1781,2019-07-22,Disput
19794,Salvi Galuppi,"Amazon, Genova",1695,2013-09-16,Disputed
19795,Ludovica Rubbia,"Coop, Palermo",1491,2015-09-03,Undispu
19796,Romina Nordio,"Apple, Reggio Calabria",1835,2020-03-03,
19797,Osvaldo Rinaldi,"Coop, Torino",1233,2018-10-15,Undisput
19798,Alessandro Marangoni,"Coop, Milano",1529,2021-09-08,Dis
19799,Lodovico Sgalambro,"Mediaworld, Torino",1831,2020-12-22
19800,Piergiorgio Natta,"Ikea, Catanzaro",1409,2017-02-09,Und
19801,Luciano Paolucci,"Unieuro, Genova",1195,2015-07-17,Undi
19802,Umberto Giulietti,"Euronics, Roma",1504,2015-12-05,Disp
19803,Amedeo Sibilia,"Euronics, Napoli",1454,2014-08-28,Dispu
19804,Salvi Strangio,"Decathlon, Torino",1636,2021-03-31,Disp
19805,Isabella Petrocelli,"Microsoft, Roma",1849,2017-07-02,U
19806,Lazzaro Pisani,"Decathlon, Messina",1811,2019-04-19,Dis
19807,Vanessa Tamborini,"Amazon, Napoli",1742,2017-12-16,Disp
19808,Giampaolo Pisani,"Mediaworld, Messina",1879,2018-07-27,
19809,Letizia Verdone,"Amazon, Genova",1383,2013-11-10,Disput
19810,Vincentio Pacillo,"Microsoft, Catania",1498,2021-02-06,
19811,Laureano Calgari,"Decathlon, Napoli",1000,2015-10-06,Di
19812,Alessandro Petrocelli,"Mediaworld, Reggio Calabria",124
19813,Manuel Tacchini,"Unieuro, Genova",1170,2021-06-03,Dispu
19814,Mattia Vianello,"Euronics, Messina",1179,2021-01-04,Dis
19815,Ermenegildo Savorgnan,"Expert, Catanzaro",1137,2017-01-
19816,Ronaldo Giradello,"Coop, Torino",1277,2020-06-19,Disput
19817,Alessia Sollima,"Euronics, Napoli",1725,2020-08-20,Undi
19818,Costanzo Natta,"Unieuro, Messina",1905,2020-02-21,Undis
19819,Mattia Tacchini,"Expert, Milano",1317,2016-06-27,Disput
19820,Osvaldo Nordio,"Amazon, Catania",1627,2019-09-07,Disput
19821,Ugo Stein,"Unieuro, Milano",1325,2018-05-26,Undisputed 
19822,Lina Bersani,"Euronics, Messina",1998,2012-08-04,Disput
19823,Gianluigi Rismondo,"Unieuro, Messina",1181,2013-08-23,U
19824,Liana Stucchi,"Unieuro, Catanzaro",1533,2011-10-23,Disp
19825,Loredana Camiscione,"Decathlon, Milano",1208,2015-08-08
19826,Antonello Canova,"Euronics, Roma",1728,2017-11-18,Dispu
19827,Ugo Panzera,"Decathlon, Catania",1674,2012-01-19,Undisp
19828,Antonello Corcos,"Ikea, Messina",1215,2020-12-08,Undisp
19829,Adamo Chinnici,"Unieuro, Milano",1833,2018-05-27,Undisp
19830,Sergius Casadei,"Unieuro, Catanzaro",1237,2015-12-01,Di
19831,Luciano Nosiglia,"Microsoft, Messina",1763,2013-11-10,U
19832,Etta Verdone,"Amazon, Palermo",1047,2011-12-13,Undisput
19833,Antonello Galuppi,"Amazon, Torino",1033,2020-11-30,Undi
19834,Gabriella Vittadello,"Coop, Genova",1471,2019-05-11,Und
19835,Antonello Tomasini,"Euronics, Catania",1480,2014-08-16,
19836,Etta Bersani,"Mediaworld, Messina",1191,2020-07-06,Disp
19837,Carlo Sgalambro,"Ikea, Genova",1631,2019-07-22,Undisput
19838,Aurora Traversa,"Unieuro, Messina",1442,2013-11-25,Undi
19839,Giulietta Pistoletto,"Mediaworld, Napoli",1567,2018-05-
19840,Umberto Balbi,"Decathlon, Roma",1915,2019-03-20,Undispu
19841,Gianluigi Carullo,"Coop, Torino",1758,2021-07-21,Disput
19842,Liberto Galuppi,"Microsoft, Napoli",1950,2020-06-09,Und
19843,Pier Strangio,"Amazon, Torino",1654,2015-10-07,Disputed
19844,Cecilia Canova,"Coop, Torino",1546,2020-02-23,Disputed 
19845,Luigi Argentero,"Mediaworld, Catania",1920,2021-06-19,D
19846,Filippa Montanelli,"Decathlon, Messina",1104,2013-04-30
19847,Aurora Traversa,"Amazon, Reggio Calabria",1155,2019-02-
19848,Alfredo Tresoldi,"Microsoft, Catania",1207,2017-01-20,U
19849,Sergius Tomasini,"Euronics, Torino",1084,2014-11-18,Und
19850,Carlo Vittadello,"Amazon, Genova",1785,2019-02-22,Dispu
19851,Cipriano Solimena,"Ikea, Palermo",1720,2014-04-12,Undis
19852,Nicolò Pausini,"Coop, Milano",1986,2019-12-01,Disputed 
19853,Piergiorgio Vianello,"Unieuro, Catanzaro",1152,2013-11-
19854,Temistocle Pasolini,"Apple, Napoli",1056,2012-12-08,Und
19855,Gabriele Carli,"Euronics, Catania",1091,2014-01-09,Disp
19856,Giulio Sibilia,"Mediaworld, Catanzaro",1877,2020-03-01,
19857,Fiorino Nordio,"Decathlon, Palermo",1980,2017-06-25,Dis
19858,Salvi Zoppetti,"Ikea, Catanzaro",1789,2020-01-23,Undisp
19859,Mattia Ricci,"Expert, Reggio Calabria",1437,2013-07-01,
19860,Maurilio Strangio,"Ikea, Catania",1254,2015-02-21,Undis
19861,Alfredo Sibilia,"Unieuro, Catanzaro",1013,2017-08-23,Un
19862,Germana Rubbia,"Euronics, Messina",1172,2013-09-03,Disp
19863,Sante Pirandello,"Unieuro, Napoli",1413,2019-05-11,Disp
19864,Umberto Zoppetti,"Microsoft, Milano",1601,2021-08-14,Un
19865,Luciano Savorgnan,"Expert, Palermo",1466,2021-08-28,Dis
19866,Mariana Vezzali,"Amazon, Reggio Calabria",1362,2020-03-
19867,Gianpaolo Stein,"Apple, Milano",1138,2016-12-23,Undispu
19868,Gabriele Rinaldi,"Microsoft, Reggio Calabria",1487,2016
19869,Ugo Armellini,"Decathlon, Roma",1686,2014-02-03,Undispu
19870,Giada Solimena,"Amazon, Napoli",1680,2020-07-19,Undispu
19871,Temistocle Balbi,"Expert, Catania",1630,2015-09-29,Disp
19872,Gabriella Argentero,"Apple, Catania",1984,2021-02-19,Un
19873,Camilla Emo,"Unieuro, Palermo",1220,2012-07-23,Disputed
19874,Alessia Maffei,"Amazon, Messina",1879,2019-05-23,Undisp
19875,Eva Vezzali,"Unieuro, Napoli",1513,2014-03-13,Disputed 
19876,Isabella Sibilia,"Unieuro, Torino",1949,2014-11-21,Undi
19877,Isabella Galuppi,"Coop, Messina",1892,2020-09-21,Undisp
19878,Gianluigi Capone,"Euronics, Torino",1941,2021-06-20,Dis
19879,Gian Bombieri,"Mediaworld, Catania",1572,2016-09-10,Und
19880,Manuel Bajamonti,"Decathlon, Napoli",1616,2012-10-31,Un
19881,Adamo Fracci,"Decathlon, Catanzaro",1372,2017-09-01,Dis
19882,Alessia Berrè,"Apple, Milano",1215,2019-04-24,Disputed 
19883,Sergius Rismondo,"Microsoft, Catania",1890,2016-11-05,U
19884,Nino Capone,"Apple, Torino",1330,2014-03-08,Undisputed 
19885,Ermes Spinola,"Amazon, Napoli",1180,2013-07-22,Disputed
19886,Mariana Zabarella,"Ikea, Catania",1456,2015-04-26,Undis
19887,Amedeo Rubbia,"Decathlon, Torino",1475,2014-06-02,Dispu
19888,Giulietta Maffei,"Ikea, Genova",1469,2020-03-10,Undispu
19889,Nicolò Renier,"Mediaworld, Milano",1660,2015-06-08,Undi
19890,Adele Casadei,"Microsoft, Genova",1131,2015-02-16,Dispu
19891,Annunziata Tanzini,"Expert, Messina",1413,2012-10-24,Di
19892,Laureano Alboni,"Coop, Torino",1093,2013-03-29,Disputed
19893,Camillo Pirandello,"Coop, Roma",1222,2012-05-03,Dispute
19894,Maurilio Bajamonti,"Apple, Napoli",1138,2014-06-18,Undi
19895,Griselda Argentero,"Microsoft, Milano",1992,2016-06-21,
19896,Salvatore Galuppi,"Coop, Reggio Calabria",1267,2013-03-
19897,Martino Berrè,"Euronics, Milano",1305,2017-01-17,Disput
19898,Camillo Parpinel,"Microsoft, Torino",1406,2017-01-15,Di
19899,Eva Bataglia,"Amazon, Genova",1141,2018-07-21,Undispute
19900,Lodovico Bossi,"Decathlon, Palermo",1231,2020-01-20,Und
19901,Ermes Tanzini,"Decathlon, Messina",1266,2013-12-05,Undi
19902,Giulietta Pausini,"Unieuro, Palermo",1796,2015-12-30,Un
19903,Sergius Nordio,"Decathlon, Messina",1032,2019-08-12,Dis
19904,Antonello Lettiere,"Microsoft, Torino",1275,2014-09-02,
19905,Adelasia Donatoni,"Ikea, Milano",1068,2016-07-02,Disput
19906,Giampaolo Spinola,"Expert, Catanzaro",1354,2018-12-02,D
19907,Pierpaolo Crisafulli,"Expert, Napoli",1643,2012-05-07,U
19908,Mariana Fracci,"Decathlon, Milano",1199,2017-09-17,Undi
19909,Gino Carullo,"Ikea, Torino",1598,2014-07-22,Disputed   
19910,Mariana Strangio,"Apple, Roma",1034,2018-10-30,Disputed
19911,Rodolfo Squarcione,"Decathlon, Torino",1945,2011-12-02,
19912,Isabella Smirnoff,"Unieuro, Reggio Calabria",1773,2015-
19913,Fulvio Donatoni,"Microsoft, Torino",1778,2015-08-18,Und
19914,Loredana Taliercio,"Microsoft, Palermo",1669,2015-01-30
19915,Puccio Casadei,"Euronics, Reggio Calabria",1294,2021-07
19916,Amedeo Tozzo,"Unieuro, Palermo",1004,2018-05-02,Undispu
19917,Pierpaolo Bocca,"Amazon, Reggio Calabria",1307,2017-09-
19918,Gianni Taliercio,"Expert, Napoli",1004,2020-05-07,Dispu
19919,Paulina Corcos,"Euronics, Reggio Calabria",1043,2016-05
19920,Mattia Raurica,"Decathlon, Milano",1559,2020-10-03,Undi
19921,Gian Lupo,"Unieuro, Catania",1220,2014-12-24,Undisputed
19922,Gian Strangio,"Ikea, Napoli",1042,2020-10-13,Undisputed
19923,Annunziata Chinnici,"Euronics, Palermo",1606,2013-01-05
19924,Gabriele Pistoletto,"Apple, Reggio Calabria",1209,2012-
19925,Silvestro Bixio,"Unieuro, Milano",1335,2016-03-21,Undis
19926,Ludovica Raurica,"Mediaworld, Genova",1580,2017-05-13,U
19927,Griselda Argentero,"Unieuro, Genova",1578,2016-07-07,Di
19928,Carlo Cociarelli,"Decathlon, Roma",1492,2013-09-25,Disp
19929,Etta Pirandello,"Ikea, Roma",1313,2011-12-26,Undisputed
19930,Salvatore Camiscione,"Microsoft, Torino",1542,2014-12-0
19931,Sandra Pisani,"Microsoft, Milano",1889,2021-08-25,Dispu
19932,Lazzaro Tozzo,"Amazon, Napoli",1548,2020-06-16,Undisput
19933,Sergius Giulietti,"Mediaworld, Genova",1477,2021-06-16,
19934,Gianmarco Renier,"Mediaworld, Torino",1767,2021-02-01,U
19935,Germana Golgi,"Apple, Roma",1438,2017-08-30,Disputed   
19936,Angelica Nibali,"Ikea, Napoli",1927,2014-02-11,Undisput
19937,Martino Solimena,"Coop, Napoli",1917,2019-06-07,Dispute
19938,Piergiorgio Squarcione,"Decathlon, Genova",1387,2012-01
19939,Eleanora Corcos,"Decathlon, Genova",1300,2015-05-24,Und
19940,Loredana Stucchi,"Microsoft, Catanzaro",1278,2013-01-26
19941,Gaetano Marangoni,"Ikea, Roma",1033,2018-02-10,Disputed
19942,Alessandro Giulietti,"Unieuro, Napoli",1816,2014-05-11,
19943,Pietro Bersani,"Apple, Catania",1085,2013-12-19,Undispu
19944,Martino Golgi,"Ikea, Reggio Calabria",1472,2013-08-17,D
19945,Etta Panzera,"Mediaworld, Messina",1866,2016-02-24,Disp
19946,Etta Crisafulli,"Mediaworld, Genova",1238,2015-09-26,Di
19947,Ludovica Pirandello,"Decathlon, Messina",1908,2012-04-0
19948,Lina Gelli,"Amazon, Catania",1192,2017-11-28,Undisputed
19949,Alfredo Antonelli,"Amazon, Milano",1179,2013-09-13,Disp
19950,Amedeo Cocci,"Mediaworld, Reggio Calabria",1215,2020-05
19951,Aurora Renier,"Expert, Messina",1709,2019-11-27,Undispu
19952,Giulietta Galuppi,"Decathlon, Catania",1571,2016-12-12,
19953,Luigi Giannotti,"Euronics, Genova",1384,2020-03-24,Undi
19954,Germana Fracci,"Coop, Catanzaro",1573,2019-04-15,Undisp
19955,Temistocle Petrocelli,"Expert, Milano",1471,2019-07-17,
19956,Luciano Marangoni,"Expert, Napoli",1265,2015-02-13,Undi
19957,Ludovica Tacchini,"Unieuro, Reggio Calabria",1487,2012-
19958,Pietro Foscari,"Amazon, Catanzaro",1214,2020-01-28,Undi
19959,Elena Papetti,"Euronics, Napoli",1364,2014-03-09,Disput
19960,Rodolfo Armellini,"Decathlon, Reggio Calabria",1535,201
19961,Mariana Sgalambro,"Decathlon, Genova",1758,2019-06-30,U
19962,Piergiorgio Casadei,"Ikea, Reggio Calabria",1785,2015-1
19963,Ludovica Strangio,"Ikea, Messina",1693,2020-01-31,Dispu
19964,Ludovica Squarcione,"Ikea, Messina",1706,2013-03-19,Und
19965,Alfredo Paolucci,"Microsoft, Roma",1438,2012-01-25,Undi
19966,Sylvia Armellini,"Microsoft, Reggio Calabria",1786,2021
19967,Alessia Lupo,"Euronics, Genova",1630,2019-03-29,Dispute
19968,Vincentio Savorgnan,"Mediaworld, Palermo",1411,2020-08-
19969,Giulietta Crisafulli,"Ikea, Catanzaro",1420,2018-10-06,
19970,Azeglio Foscari,"Unieuro, Genova",1964,2017-06-28,Dispu
19971,Isabella Capone,"Coop, Catanzaro",1316,2012-04-22,Undis
19972,Lina Solimena,"Coop, Milano",1587,2021-06-26,Undisputed
19973,Giulio Papetti,"Ikea, Catania",1994,2016-08-19,Undisput
19974,Annunziata Renier,"Mediaworld, Roma",1006,2013-02-27,Di
19975,Paola Tamborini,"Unieuro, Catanzaro",1248,2013-11-19,Di
19976,Elmo Canova,"Decathlon, Palermo",1670,2013-11-03,Undisp
19977,Giulio Papetti,"Unieuro, Genova",1212,2014-06-08,Undisp
19978,Ludovica Stucchi,"Amazon, Napoli",1197,2017-10-14,Undis
19979,Nicolò Zoppetti,"Microsoft, Torino",1129,2016-09-04,Und
19980,Sergius Renier,"Apple, Torino",1401,2014-10-10,Disputed
19981,Elmo Bixio,"Mediaworld, Genova",1208,2020-02-20,Dispute
19982,Carlo Tamborini,"Unieuro, Roma",1168,2013-07-11,Undispu
19983,Pierpaolo Spinola,"Coop, Roma",1953,2015-09-01,Undisput
19984,Lina Balbi,"Apple, Genova",1078,2019-04-14,Disputed    
19985,Fiorino Papetti,"Mediaworld, Roma",1707,2020-02-09,Undi
19986,Piergiorgio Bajamonti,"Apple, Torino",1209,2018-11-14,D
19987,Azeglio Squarcione,"Microsoft, Milano",1867,2012-05-18,
19988,Gino Montanelli,"Microsoft, Roma",1963,2018-11-15,Dispu
19989,Giulietta Carullo,"Apple, Catania",1038,2012-01-16,Disp
19990,Sergius Berrè,"Unieuro, Messina",1925,2013-08-30,Disput
19991,Manuel Smirnoff,"Amazon, Catanzaro",1721,2013-06-04,Dis
19992,Silvestro Sollima,"Apple, Genova",1891,2017-03-08,Undis
19993,Alfredo Renier,"Amazon, Messina",1264,2018-11-16,Disput
19994,Fiorino Trentini,"Euronics, Roma",1603,2019-09-15,Undis
19995,Lazzaro Parpinel,"Mediaworld, Reggio Calabria",1262,201
19996,Gabriella Pistoletto,"Mediaworld, Milano",1055,2015-04-
19997,Luigi Sollima,"Expert, Catanzaro",1877,2012-05-10,Undis
19998,Nino Donatoni,"Ikea, Roma",1305,2019-05-30,Disputed    
19999,Fulvio Verdone,"Unieuro, Messina",1676,2019-02-21,Undis
20000,Silvio Calgari,"Coop, Messina",1671,2012-10-08,Undisput
20001,Nicolò Pistoletto,"Coop, Catanzaro",1259,2014-05-21,Und
20002,Camilla Maffei,"Microsoft, Reggio Calabria",1118,2012-0
20003,Lucrezia Bixio,"Ikea, Torino",1888,2016-05-02,Disputed 
20004,Luciano Verdone,"Mediaworld, Catanzaro",1447,2018-06-07
20005,Gianpaolo Crisafulli,"Coop, Catanzaro",1862,2021-03-15,
20006,Temistocle Balbi,"Euronics, Catanzaro",1579,2011-12-03,
20007,Michelotto Petrocelli,"Amazon, Napoli",1613,2015-09-28,
20008,Luigi Gelli,"Unieuro, Milano",1385,2012-12-27,Undispute
20009,Camillo Golgi,"Amazon, Napoli",1243,2020-02-27,Disputed
20010,Alfredo Bixio,"Euronics, Catania",1628,2013-11-08,Undis
20011,Sante Balotelli,"Ikea, Palermo",1345,2019-12-15,Dispute
20012,Camillo Renault,"Ikea, Catania",1714,2014-08-10,Dispute
20013,Pier Natta,"Expert, Catanzaro",1998,2014-08-27,Disputed
20014,Alessandro Renault,"Microsoft, Torino",1894,2020-11-06,
20015,Giulietta Nosiglia,"Unieuro, Messina",1413,2013-11-26,U
20016,Lazzaro Canova,"Amazon, Roma",1762,2012-12-21,Disputed 
20017,Ludovica Pistoletto,"Expert, Messina",1257,2020-05-10,D
20018,Giulietta Petrocelli,"Euronics, Napoli",1449,2016-03-19
20019,Antonello Bersani,"Amazon, Roma",1436,2016-12-18,Disput
20020,Lina Satta,"Apple, Milano",1126,2020-01-24,Undisputed  
20021,Amedeo Emo,"Ikea, Palermo",1203,2020-12-21,Undisputed  
20022,Adelasia Bixio,"Unieuro, Roma",1813,2021-06-27,Undisput
20023,Lucrezia Galuppi,"Mediaworld, Catania",1661,2020-06-23,
20024,Carlo Beccheria,"Apple, Catania",1502,2020-05-13,Disput
20025,Pier Balbi,"Expert, Reggio Calabria",1647,2012-11-21,Un
20026,Laureano Vezzali,"Ikea, Messina",1182,2021-07-20,Disput
20027,Annunziata Golgi,"Amazon, Reggio Calabria",1519,2012-12
20028,Maurilio Bersani,"Unieuro, Reggio Calabria",1013,2020-1
20029,Alfredo Stucchi,"Expert, Messina",1629,2019-02-28,Dispu
20030,Gaetano Stein,"Mediaworld, Palermo",1158,2014-10-21,Dis
20031,Gaetano Bombieri,"Decathlon, Milano",1464,2021-06-02,Un
20032,Gianni Paolucci,"Mediaworld, Napoli",1222,2019-02-18,Un
20033,Romina Traversa,"Expert, Milano",1788,2021-06-05,Undisp
20034,Ludovica Nosiglia,"Mediaworld, Genova",1313,2014-08-11,
20035,Carlo Casadei,"Unieuro, Roma",1884,2013-05-12,Undispute
20036,Gian Pirandello,"Amazon, Napoli",1287,2012-02-14,Disput
20037,Griselda Bossi,"Decathlon, Napoli",1616,2018-04-22,Disp
20038,Nicolò Fracci,"Ikea, Reggio Calabria",1110,2017-07-22,U
