ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS
25584,Margherita Foa,Costalonga-Mercantini s.r.l.,1782,2019-12-03,Disputed
25585,Antonina Depero,Boito-Sanudo SPA,1562,2017-09-10,Disputed
25586,Tonia Pizzamano,Celentano-Giannone e figli,1479,2013-09-23,Undisputed
25587,Vincentio Bragadin,"Brichese, Merisi e Condoleo Group",1200,2020-08-17,Disputed
25588,Agostino Innocenti,Redi e figli,1439,2011-11-15,Undisputed
25589,Adriana Depero,Comisso-Virgilio s.r.l.,1540,2020-05-24,Disputed
25590,Gemma Capone,Muratori-Pastine e figli,1436,2017-01-30,Undisputed
25591,Luchino Trotta,Giannelli-Alfonsi s.r.l.,1197,2013-09-29,Disputed
25592,Cipriano Camanni,Mocenigo-Spanevello s.r.l.,1179,2021-02-22,Undisputed
25593,Daria Monicelli,Fusani e figli,1522,2016-06-04,Disputed
25594,Camillo Capone,"Sandi, Galtarossa e Taliercio s.r.l.",1167,2014-02-24,Undisputed
25595,Antonina Proietti,Catalano-Forza SPA,1630,2016-03-10,Undisputed
25596,Nicoletta Baglioni,Cardano-Giannuzzi SPA,1263,2013-09-07,Disputed
25597,Vittorio Pizzo,Canevascini-Zanichelli Group,1211,2012-01-27,Disputed
25598,Sophia Giannetti,Maggioli SPA,1014,2013-03-30,Undisputed
25599,Pomponio Dandolo,"Chigi, Vidoni e Bellocchio Group",1653,2013-03-20,Undisputed
25600,Tonia Monaco,Abba-Gelli Group,1727,2015-05-20,Undisputed
25601,Adriana Forza,Donà SPA,1617,2019-07-16,Disputed
25602,Marcello Casarin,"Leopardi, Broschi e Pincherle Group",1010,2016-03-22,Disputed
25603,Sophia Bragadin,Falcone SPA,1234,2012-09-03,Disputed
25604,Tonia Pacelli,Faggiani-Ritacca s.r.l.,1232,2021-05-11,Undisputed
25605,Ezio Fischetti,"Asprucci, Nicoletti e Luciani SPA",1650,2020-02-03,Undisputed
25606,Gianfrancesco Sommaruga,Cheda Group,1110,2021-06-01,Undisputed
25607,Raffaele Morpurgo,Curatoli-Boito s.r.l.,1972,2017-06-23,Disputed
25608,Bartolomeo Tron,"Goldoni, Chindamo e Matteotti s.r.l.",1388,2019-04-11,Undisputed
25609,Guido Filangieri,Grifeo Group,1239,2020-01-13,Disputed
25610,Ivo Angeli,Barberini-Tomaselli s.r.l.,1404,2015-06-01,Undisputed
25611,Michelotto Magrassi,Garibaldi-Bellò Group,1863,2012-01-16,Undisputed
25612,Filippa Bonolis,"Errigo, Giradello e Montesano s.r.l.",1175,2014-02-11,Undisputed
25613,Adriana Galuppi,Pastine-Brunelleschi s.r.l.,1930,2012-01-25,Undisputed
25614,Gaetano Bixio,"Luria, Toscani e Salvini SPA",1794,2020-07-09,Undisputed
25615,Donatella Gucci,Zoppetto-Tartaglia e figli,1776,2020-11-28,Undisputed
25616,Alderano Varano,"Emanuelli, Callegaro e Palumbo SPA",1278,2015-10-01,Undisputed
25617,Daria Ruffini,Petrucelli Group,1584,2021-02-21,Disputed
25618,Lina Dossi,"Cassarà, Rinaldi e Necci Group",1755,2018-09-03,Disputed
25619,Baccio Magrassi,Beccheria-Polizzi s.r.l.,1731,2016-01-15,Undisputed
25620,Nanni Polesel,Bianchi SPA,1175,2014-03-02,Disputed
25621,Giuseppina Bianchini,Vespa-Palazzo s.r.l.,1924,2015-06-24,Undisputed
25622,Baccio Magrassi,Vergerio-Zamorani SPA,1999,2017-04-04,Undisputed
25623,Tonia Cainero,Flaiano-Ariosto s.r.l.,1856,2020-09-24,Undisputed
25624,Fabia Cociarelli,Seddio-Ceci s.r.l.,1769,2018-04-16,Undisputed
25625,Filippa Coardi,Curatoli-Passalacqua SPA,1837,2013-08-24,Disputed
25626,Costanzo Vitturi,Bellini SPA,1660,2016-12-30,Undisputed
25627,Panfilo Cignaroli,Petrocelli Group,1481,2020-07-07,Undisputed
25628,Griselda Berlusconi,Tutino Group,1679,2014-04-10,Disputed
25629,Giuliana Sgalambro,"Udinese, Petrocelli e Malpighi Group",1204,2014-01-24,Disputed
25630,Martino Rastelli,Murialdo e figli,1561,2020-10-28,Undisputed
25631,Jacopo Ferrari,Mazzacurati-Polani e figli,1136,2013-12-20,Undisputed
25632,Lina Cainero,"Comencini, Zacco e Delle Group",1453,2014-09-10,Disputed
25633,Pomponio Zacchia,"Aporti, Rastelli e Canali Group",1153,2012-04-29,Undisputed
25634,Mirco Valentino,Caccioppoli-Orlando e figli,1253,2018-02-24,Undisputed
25635,Valentina Leoncavallo,Riccati-Cuomo SPA,1313,2015-02-21,Disputed
25636,Iolanda Giannetti,Jilani-Gramsci Group,1823,2014-08-20,Undisputed
25637,Mirco Amato,Carocci SPA,1926,2016-08-16,Disputed
25638,Daniele Tommaseo,Guarneri Group,1184,2015-03-03,Undisputed
25639,Pomponio Bonolis,Tomasini SPA,1757,2014-03-25,Undisputed
25640,Costantino Conte,Marcacci Group,1811,2015-07-29,Disputed
25641,Dina Galilei,Nicolini-Boitani SPA,1709,2021-07-11,Disputed
25642,Susanna Amato,Tomasetti-Morandini Group,1380,2018-07-29,Disputed
25643,Severino Galvani,Lercari e figli,1112,2015-11-19,Disputed
25644,Pierina Gadda,"Ughi, Roccabonella e Pausini Group",1719,2011-11-26,Disputed
25645,Greco Capone,Paganini Group,1932,2021-02-09,Disputed
25646,Giulia Turci,"Verri, Roero e Casagrande s.r.l.",1575,2014-06-24,Undisputed
25647,Gioele Bataglia,Ravaglioli Group,1397,2021-06-20,Disputed
25648,Daniele Cafarchia,Bonanno e figli,1136,2019-02-11,Undisputed
25649,Vincentio Ferrabosco,"Trillini, Platini e Parri s.r.l.",1839,2014-05-30,Undisputed
25650,Carmelo Sauli,Porcellato SPA,1232,2013-06-09,Disputed
25651,Maurizio Forza,Brancaccio s.r.l.,1778,2013-11-03,Disputed
25652,Carmelo Dossi,Perozzo-Montessori s.r.l.,1182,2017-03-04,Disputed
25653,Monica Milanesi,"Visconti, Farinelli e Brunello e figli",1092,2016-01-27,Undisputed
25654,Teresa Taliani,Cimarosa SPA,1100,2013-10-25,Disputed
25655,Enrico Pizziol,Fusani e figli,1828,2013-11-21,Disputed
25656,Bettina Stoppani,"Morosini, Sauli e Ortese s.r.l.",1924,2013-07-12,Disputed
25657,Adriano Durante,Cabrini Group,1134,2016-09-21,Disputed
25658,Donna Papafava,"Vespucci, Bertoli e Luzi e figli",1815,2018-11-17,Undisputed
25659,Ludovico Iannuzzi,Chindamo SPA,1384,2015-03-03,Undisputed
25660,Bianca Greco,"Santoro, Montecchi e Giacometti Group",1521,2019-07-26,Undisputed
25661,Daniele Lamborghini,Riccardi SPA,1717,2018-09-04,Undisputed
25662,Gloria Donarelli,"Sgalambro, Ortolani e Querini e figli",1983,2011-12-13,Undisputed
25663,Donna Scalera,Gadda-Milanesi s.r.l.,1596,2020-08-07,Disputed
25664,Annetta Saracino,"Morgagni, Giolitti e Vecoli SPA",1794,2017-12-26,Disputed
25665,Concetta Liguori,"Bosio, Ciampi e Fuseli SPA",1419,2012-05-11,Undisputed
25666,Annetta Casale,Geraci-Iannotti SPA,1096,2021-01-28,Undisputed
25667,Gustavo Vigorelli,"Tommaseo, Silvestri e Marino e figli",1008,2015-01-25,Disputed
25668,Torquato Lucciano,Venturi-Riccati e figli,1667,2018-12-03,Undisputed
25669,Ricciotti Basso,"Columbo, Andreozzi e Curatoli Group",1866,2013-10-06,Undisputed
25670,Stefania Cassarà,Fabrizi e figli,1835,2018-01-19,Undisputed
25671,Stefania Pacelli,Armani-Mazzocchi s.r.l.,1025,2014-02-16,Disputed
25672,Nanni Depero,Navone SPA,1979,2020-07-13,Disputed
25673,Victoria Milanesi,Cavalcanti e figli,1463,2013-06-03,Disputed
25674,Daria Galilei,"Federici, Gentili e Antonello Group",1600,2014-01-24,Disputed
25675,Guido Gucci,"Bonino, Ruggieri e Rosiello e figli",1345,2017-11-16,Disputed
25676,Francesca Magrassi,Meucci-Magnani SPA,1118,2017-10-10,Disputed
25677,Mirco Nitto,Boldù-Aloisio s.r.l.,1408,2014-04-24,Undisputed
25678,Lando Mezzetta,Trombetta e figli,1913,2021-06-02,Disputed
25679,Isa Morrocco,Redi s.r.l.,1622,2011-11-06,Disputed
25680,Antonio Vigorelli,"Gaito, Maderna e Gregorio s.r.l.",1647,2012-08-15,Undisputed
25681,Raffaele Solari,Orengo-Procacci Group,1424,2019-05-03,Undisputed
25682,Sandro Berrè,Gemito SPA,1789,2014-07-17,Undisputed
25683,Diana Pizzetti,"Fieramosca, Ungaretti e Morosini s.r.l.",1327,2017-11-05,Disputed
25684,Rosa Gozzano,Leone Group,1637,2019-06-06,Undisputed
25685,Gioele Zamengo,Verga e figli,1267,2019-10-29,Undisputed
25686,Nina Battelli,"Barillaro, Celentano e Emanuelli e figli",1042,2014-09-24,Disputed
25687,Alessandra Bodoni,"Bottaro, Branciforte e Valmarana SPA",1105,2020-03-26,Undisputed
25688,Gianmarco Brunelleschi,"Lopresti, Casadei e Paoletti Group",1318,2018-08-20,Undisputed
25689,Ruggiero Varano,Bonanno s.r.l.,1387,2014-07-26,Disputed
25690,Antonio Bianchini,Niggli-Petralli e figli,1380,2014-02-24,Undisputed
25691,Annetta Barcella,"Nicolini, Maspero e Lucchesi SPA",1959,2012-09-03,Disputed
25692,Gaetano Fabrizi,Beccaria SPA,1415,2017-08-14,Disputed
25693,Giampiero Crispi,Ferraris e figli,1645,2019-04-16,Disputed
25694,Achille Donà,Conti Group,1174,2013-06-13,Undisputed
25695,Berenice Saracino,"Santi, Gelli e Gremese SPA",1452,2014-02-24,Disputed
25696,Giorgia Monaco,"Barzini, Treccani e Tarantini e figli",1092,2020-08-21,Disputed
25697,Corrado Bajamonti,Bruscantini e figli,1840,2017-01-18,Undisputed
25698,Romolo Trupiano,Granatelli Group,1662,2020-05-31,Disputed
25699,Santino Ferrari,Carnera-Palombi e figli,1656,2020-04-10,Disputed
25700,Loretta Toscani,Tartaglia e figli,1834,2016-06-22,Undisputed
25701,Delfino Filangieri,Gemito e figli,1169,2013-06-20,Undisputed
25702,Corrado Baglioni,"Treves, Leonardi e Gulotta SPA",1544,2021-07-04,Undisputed
25703,Donatella Argurio,"Canetta, Renault e Taliercio SPA",1984,2015-02-21,Undisputed
25704,Angelica Celentano,Filogamo s.r.l.,1041,2014-12-13,Disputed
25705,Amleto Papafava,Cerquiglini SPA,1874,2012-06-08,Undisputed
25706,Serafina Toscani,Orengo-Procacci Group,1831,2012-03-24,Disputed
25707,Ludovico Jovinelli,Pirelli s.r.l.,1236,2013-11-12,Undisputed
25708,Alessandro Brunello,Sokolov SPA,1188,2015-08-21,Undisputed
25709,Romeo Galilei,Panzera SPA,1579,2019-03-23,Undisputed
25710,Gianmarco Righi,"Leonardi, Solari e Norbiato SPA",1560,2014-09-09,Disputed
25711,Bettina Rossi,Comisso-Virgilio s.r.l.,1850,2013-03-28,Disputed
25712,Antonio Rinaldi,Pedrazzini-Pistoletto s.r.l.,1975,2018-08-14,Disputed
25713,Antonio Rinaldi,"Roccabonella, Guinizzelli e Saffi Group",1346,2014-12-02,Undisputed
25714,Gianni Brunelleschi,Santi e figli,1786,2016-11-04,Undisputed
25715,Monica Giannuzzi,"Disdero, Catenazzi e Versace s.r.l.",1027,2020-04-07,Disputed
25716,Torquato Sandi,"Gianetti, Cendron e Porzio SPA",1457,2019-06-11,Undisputed
25717,Melania Dossi,Metella s.r.l.,1229,2015-05-16,Undisputed
25718,Temistocle Tropea,Sonnino Group,1177,2018-07-28,Disputed
25719,Sandro Ossani,Curatoli-Ricci Group,1468,2012-04-17,Undisputed
25720,Eliana Comencini,Monti s.r.l.,1143,2014-12-14,Undisputed
25721,Gaetano Sagnelli,Borroni e figli,1128,2016-08-02,Undisputed
25722,Alina Canevascini,Chiesa s.r.l.,1811,2013-12-21,Undisputed
25723,Flora Casarin,Filogamo s.r.l.,1460,2017-04-18,Undisputed
25724,Greca Berlusconi,Valentino SPA,1895,2011-10-26,Undisputed
25725,Aria Morpurgo,"Bonomo, Boccherini e Piccio SPA",1781,2019-08-30,Disputed
25726,Giosuè Renzi,"Chechi, Guicciardini e Spallanzani s.r.l.",1246,2011-12-17,Undisputed
25727,Gemma Lamborghini,Vismara-Flaiano SPA,1616,2019-03-09,Undisputed
25728,Ermanno Redi,Roccabonella s.r.l.,1935,2016-11-11,Undisputed
25729,Valeria Monicelli,Deledda-Roero SPA,1393,2018-05-25,Disputed
25730,Paola Casale,Abbagnale-Giannone Group,1491,2013-11-14,Disputed
25731,Livia Mantegazza,"Combi, Lupo e Lucarelli s.r.l.",1759,2017-09-18,Undisputed
25732,Antonio Boiardo,Battelli-Garibaldi e figli,1966,2019-03-29,Disputed
25733,Enrico Errani,"Maspero, Brunello e Santoro e figli",1161,2015-08-21,Disputed
25734,Susanna Spallanzani,"Comencini, Zacco e Delle Group",1763,2016-03-27,Undisputed
25735,Mirco Trebbi,"Iannuzzi, Paoletti e Broschi e figli",1388,2020-09-09,Undisputed
25736,Ivo Papafava,Bompiani s.r.l.,1467,2021-02-02,Disputed
25737,Clelia Broggini,"Trentin, Ritacca e Monte SPA",1531,2016-04-19,Disputed
25738,Aria Pellico,Lanfranchi-Rossini SPA,1541,2020-07-19,Disputed
25739,Daria Ferrabosco,Fibonacci e figli,1325,2017-07-09,Disputed
25740,Lando Brunello,Mortati s.r.l.,1737,2013-07-25,Undisputed
25741,Antonina Valentino,Tarantino-Simeoni Group,1238,2015-04-11,Undisputed
25742,Stefano Amato,"Dandolo, Brichese e Biagi Group",1502,2016-02-04,Undisputed
25743,Renata Donini,Rensi-Solari e figli,1884,2013-06-12,Disputed
25744,Nino Gozzano,"Gotti, Lancisi e Monti SPA",1074,2017-01-29,Undisputed
25745,Mario Tropea,Emo-Barozzi Group,1146,2016-07-02,Disputed
25746,Nicola Saracino,Pizzetti-Farinelli e figli,1738,2017-10-05,Undisputed
25747,Ronaldo Boiardo,"Ferrara, Baroffio e Flaiano Group",1954,2016-04-25,Disputed
25748,Nicoletta Donati,"Gaito, Maderna e Gregorio s.r.l.",1358,2021-02-11,Undisputed
25749,Livia Roccabonella,Lucchesi-Vianello Group,1866,2012-01-10,Undisputed
25750,Temistocle Monaco,Turci-Pellico Group,1000,2017-01-10,Undisputed
25751,Alberto Pulci,Antonacci-Travaglio s.r.l.,1453,2018-10-07,Undisputed
25752,Costantino Berlusconi,Albertini Group,1110,2021-01-30,Undisputed
25753,Uberto Armellini,"Bellò, Grossi e Catalano e figli",1309,2012-07-11,Undisputed
25754,Coluccio Milanesi,Flaiano-Valguarnera s.r.l.,1845,2020-02-09,Disputed
25755,Valentina Cignaroli,Barberini s.r.l.,1275,2013-11-29,Undisputed
25756,Nicoletta Saracino,"Speri, Telesio e Cuzzocrea e figli",1735,2018-11-20,Undisputed
25757,Amanda Coardi,"Castellitto, Argentero e Staglieno Group",1422,2018-05-26,Undisputed
25758,Camilla Bajamonti,Luzi-Meucci SPA,1935,2019-08-09,Disputed
25759,Puccio Foa,Mantegazza Group,1027,2020-11-18,Undisputed
25760,Liberto Farina,"Bramante, Caboto e Capuana s.r.l.",1318,2020-05-10,Disputed
25761,Jacopo Draghi,"Aulenti, Ponti e Righi e figli",1671,2014-10-21,Disputed
25762,Angelina Vitturi,"Traversa, Golgi e Aporti Group",1947,2019-09-18,Undisputed
25763,Guglielmo Cassarà,Bettoni-Romiti SPA,1235,2018-07-06,Disputed
25764,Milo Silvestri,Maderna SPA,1720,2013-08-03,Disputed
25765,Bruno Vigorelli,Blasi-Fabrizi s.r.l.,1316,2020-11-24,Undisputed
25766,Livia Abba,Vespucci-Briccialdi SPA,1769,2020-06-18,Disputed
25767,Leonardo Farina,Giolitti-Tolentino SPA,1407,2011-09-27,Disputed
25768,Claudia Mezzetta,"Conti, Angeli e Gussoni e figli",1127,2019-09-12,Undisputed
25769,Benedetto Carnera,Redi Group,1047,2013-11-04,Disputed
25770,Puccio Babato,Impastato s.r.l.,1618,2017-09-21,Disputed
25771,Temistocle Casarin,Guarato-Botta Group,1738,2021-03-21,Disputed
25772,Donatello Carnera,Bruscantini-Treccani e figli,1843,2013-05-17,Disputed
25773,Micheletto Bertoni,"Iannuzzi, Raimondi e Mimun SPA",1701,2020-07-19,Disputed
25774,Dina Toscani,"Bonatti, Panzera e Paolucci Group",1421,2019-09-04,Undisputed
25775,Uberto Interminelli,"Mancini, Spinelli e Quasimodo SPA",1772,2015-02-08,Undisputed
25776,Claudia Solari,"Cheda, Trobbiani e Verri s.r.l.",1727,2019-02-15,Undisputed
25777,Agostino Gualandi,Avogadro e figli,1295,2016-07-29,Disputed
25778,Carmelo Vitturi,"Prada, Bruscantini e Soprano e figli",1927,2018-08-23,Disputed
25779,Giosuè Vigorelli,Romano-Carnera e figli,1918,2013-07-04,Undisputed
25780,Ottone Ciani,Bergoglio-Redi SPA,1641,2019-10-22,Disputed
25781,Alfredo Moschino,Stein-Petruzzi Group,1423,2014-07-06,Undisputed
25782,Giacobbe Ferrabosco,Togliatti-Battelli Group,1779,2014-10-15,Undisputed
25783,Gianna Ferrabosco,Bova e figli,1178,2021-04-17,Disputed
25784,Vittorio Russo,Manzoni s.r.l.,1275,2021-04-28,Disputed
25785,Adriana Majewski,"Galeati, Giradello e Stein s.r.l.",1475,2012-08-17,Disputed
25786,Massimiliano Bertoni,Abatantuono s.r.l.,1385,2019-11-29,Disputed
25787,Margherita Guidone,Sraffa-Canevascini Group,1998,2014-10-13,Undisputed
25788,Atenulf Raurica,"Combi, Borzomì e Moresi Group",1462,2018-12-26,Disputed
25789,Alphons Camuccini,Baggio SPA,1573,2020-08-22,Disputed
25790,Antonina Pisani,"Brunello, Luzi e Balotelli Group",1440,2019-11-18,Disputed
25791,Enrico Babato,Anichini-Verdone s.r.l.,1430,2018-03-27,Disputed
25792,Romeo Bignardi,Calgari e figli,1985,2019-02-26,Undisputed
25793,Rembrandt Finetti,Mercantini s.r.l.,1767,2011-12-28,Disputed
25794,Gemma Monaco,Casaleggio-Modiano s.r.l.,1894,2013-04-15,Disputed
25795,Antonina Polani,Moresi Group,1185,2013-10-28,Undisputed
25796,Ugolino Pratesi,Sermonti-Doria s.r.l.,1565,2012-09-15,Disputed
25797,Dina Brunelleschi,Berlusconi s.r.l.,1220,2014-08-19,Disputed
25798,Gianfrancesco Pisaroni,Guarneri-Turci Group,1936,2014-09-21,Undisputed
25799,Gianna Siffredi,Cerquiglini SPA,1372,2016-10-27,Undisputed
25800,Veronica Dulbecco,Sraffa-Serlupi Group,1833,2014-02-01,Undisputed
25801,Aldo Capone,Bossi s.r.l.,1425,2012-02-13,Disputed
25802,Aldo Tron,Migliaccio-Mondaini s.r.l.,1161,2018-05-20,Undisputed
25803,Sole Papafava,Pagliaro e figli,1838,2017-03-08,Undisputed
25804,Alderano Innocenti,"Errigo, Cannizzaro e Tonisto e figli",1927,2021-03-27,Undisputed
25805,Nina Federici,Ajello Group,1614,2021-02-17,Undisputed
25806,Maurizio Bragadin,Ughi Group,1227,2018-01-17,Disputed
25807,Gaetano Pisaroni,Valentino s.r.l.,1525,2019-08-27,Disputed
25808,Donna Sommaruga,"Botta, Almagià e Salgari SPA",1467,2020-08-18,Undisputed
25809,Claudia Innocenti,Modugno-Pisano Group,1994,2016-05-25,Disputed
25810,Susanna Zacchia,"Zoppetti, Pizzetti e Lattuada SPA",1583,2018-06-19,Undisputed
25811,Michelotto Carnera,Luzi Group,1491,2017-01-23,Disputed
25812,Amanda Casarin,"Infantino, Miniati e Manacorda Group",1086,2021-07-26,Undisputed
25813,Nicola Vecellio,Argentero Group,1499,2012-04-21,Undisputed
25814,Gioele Canevascini,Nibali SPA,1196,2017-04-22,Disputed
25815,Isa Ferrabosco,"Turrini, Pausini e Ceri Group",1448,2016-05-05,Disputed
25816,Marisa Fabrizi,Pavarotti-Mercadante s.r.l.,1276,2021-08-14,Disputed
25817,Adriana Monicelli,Zito SPA,1900,2014-05-26,Disputed
25818,Licia Lamborghini,Capone s.r.l.,1234,2017-05-12,Undisputed
25819,Enrico Procacci,Agnesi-Bernetti SPA,1215,2012-05-15,Disputed
25820,Ivo Granatelli,"Bernardi, Broschi e Zecchini s.r.l.",1128,2016-01-16,Undisputed
25821,Carla Guidone,"Mogherini, Zoppetti e Pasolini SPA",1293,2019-08-02,Undisputed
25822,Serena Saragat,Anastasi e figli,1841,2012-05-20,Disputed
25823,Sandra Fischetti,Gozzi e figli,1052,2013-01-19,Undisputed
25824,Melania Trevisan,Cainero s.r.l.,1899,2020-01-07,Disputed
25825,Girolamo Marangoni,Cantimori-Ferretti s.r.l.,1487,2017-11-25,Disputed
25826,Simone Moschino,"Prodi, Ceci e Lollobrigida Group",1294,2012-10-27,Undisputed
25827,Martino Fibonacci,Boccherini-Gianvecchio e figli,1846,2018-11-25,Undisputed
25828,Lando Ariasso,Battaglia s.r.l.,1670,2014-03-03,Disputed
25829,Matilda Cassarà,"Bosurgi, Sagredo e Toscanini s.r.l.",1367,2019-04-10,Undisputed
25830,Ramona Morpurgo,"Morosini, Petrassi e Orengo s.r.l.",1552,2020-02-29,Undisputed
25831,Sandro Pulci,Garzoni SPA,1627,2020-03-11,Undisputed
25832,Luchino Paruta,Carosone e figli,1574,2011-09-19,Undisputed
25833,Nicoletta Beffa,Raurica-Antelami e figli,1392,2019-03-03,Disputed
25834,Rosa Raurica,Viviani Group,1991,2015-10-20,Undisputed
25835,Martina Donati,"Trobbiani, Soffici e Zampa SPA",1362,2017-10-25,Undisputed
25836,Temistocle Pulci,"Toninelli, Squarcione e Cabibbo s.r.l.",1022,2017-03-16,Disputed
25837,Matilda Scalera,"Barozzi, Tiepolo e Guarato SPA",1207,2013-09-10,Undisputed
25838,Adriana Gucci,"Canil, Castellitto e Pigafetta e figli",1749,2017-05-11,Disputed
25839,Alfredo Broggini,"Trombetta, Boccioni e Pasqua SPA",1283,2013-12-15,Undisputed
25840,Benedetto Federici,Tuzzolino Group,1440,2011-12-18,Disputed
25841,Alberico Pizziol,Leonardi-Salvemini s.r.l.,1649,2017-03-04,Disputed
25842,Bartolomeo Interminelli,Mazzi SPA,1919,2016-07-14,Disputed
25843,Costantino Sraffa,Bodoni-Galtarossa SPA,1095,2012-06-17,Disputed
25844,Gioele Vigorelli,Villadicani SPA,1623,2018-10-22,Disputed
25845,Claudia Disdero,Tirabassi Group,1063,2013-10-20,Disputed
25846,Marissa Bajamonti,Guidone-Medici Group,1522,2016-05-15,Disputed
25847,Elmo Sagese,Manolesso Group,1228,2018-09-18,Undisputed
25848,Nino Faugno,Abbagnale-Cavanna s.r.l.,1204,2018-06-28,Disputed
25849,Cipriano Cheda,Bongiorno s.r.l.,1625,2019-08-18,Disputed
25850,Ubaldo Bacosi,"Pasolini, Capecchi e Sagnelli e figli",1559,2021-01-01,Undisputed
25851,Coluccio Scalera,Fracci s.r.l.,1813,2012-04-16,Undisputed
25852,Ivo Cociarelli,Bosio e figli,1216,2015-02-12,Undisputed
25853,Eliana Seddio,"Casarin, Disdero e Valentino SPA",1074,2017-12-17,Disputed
25854,Daria Berlusconi,Aulenti e figli,1378,2018-01-21,Disputed
25855,Nina Comencini,Renault-Grimani e figli,1047,2020-05-17,Undisputed
25856,Alphons Villadicani,Maggioli SPA,1591,2018-02-08,Undisputed
25857,Temistocle Bragadin,Siffredi Group,1560,2021-06-09,Disputed
25858,Mariano Faugno,Bossi e figli,1077,2015-08-03,Undisputed
25859,Maurizio Brunelleschi,"Trapanese, Sagredo e Pertini s.r.l.",1606,2017-08-26,Disputed
25860,Vincentio Disdero,Argenti-Benigni e figli,1461,2013-12-30,Disputed
25861,Virginia Vespucci,Nosiglia-Gigli SPA,1204,2019-03-28,Disputed
25862,Adriana Trotta,"Russo, Sabatini e Rosiello s.r.l.",1833,2020-05-04,Undisputed
25863,Stella Seddio,"Pirelli, Camiscione e Romano e figli",1315,2013-09-27,Disputed
25864,Valerio Pietrangeli,Curatoli-Passalacqua SPA,1500,2018-07-22,Undisputed
25865,Vincentio Chittolini,"Gozzi, Cuzzocrea e Pelli s.r.l.",1036,2017-12-16,Undisputed
25866,Teresa Durante,Bocca-Mocenigo s.r.l.,1514,2018-06-03,Disputed
25867,Benedetto Sagese,Moresi Group,1260,2015-06-14,Undisputed
25868,Ottone Comencini,Abatantuono SPA,1851,2015-06-15,Undisputed
25869,Sophia Endrizzi,Procacci-Peranda Group,1732,2013-01-07,Disputed
25870,Santino Taliani,Molesini Group,1208,2016-03-09,Undisputed
25871,Rembrandt Riccardi,"Pasolini, Costalonga e Marenzio Group",1112,2020-08-21,Disputed
25872,Camillo Sanguineti,Brambilla-Rossetti SPA,1523,2019-06-09,Undisputed
25873,Atenulf Pellegrini,Costanzi s.r.l.,1809,2019-05-26,Undisputed
25874,Liliana Errani,"Palmisano, Napolitano e Zoppetti s.r.l.",1493,2021-03-13,Disputed
25875,Bruno Littizzetto,Mazzini s.r.l.,1927,2017-09-13,Disputed
25876,Virginia Segrè,"Matteotti, Campise e Barillaro SPA",1510,2016-05-04,Disputed
25877,Gianna Chiesa,"Schiavone, Jovinelli e Merisi Group",1640,2015-12-14,Undisputed
25878,Agostino Botticelli,Foa-Gaiatto Group,1105,2013-12-13,Undisputed
25879,Flavio Stoppani,Disdero-Soranzo Group,1901,2017-10-28,Disputed
25880,Veronica Valmarana,Toselli-Bertolucci Group,1115,2019-07-09,Undisputed
25881,Roberta Babato,Pedroni-Ottino s.r.l.,1981,2012-04-14,Disputed
25882,Gloria Argurio,"Monti, Rosmini e Moretti Group",1304,2019-03-09,Disputed
25883,Ugolino Bianchini,Longhena-Ruberto s.r.l.,1399,2020-04-19,Undisputed
25884,Donatella Blasi,Roncalli-Perini e figli,1670,2018-01-12,Undisputed
25885,Michelangelo Toscani,Vismara-Bellò Group,1613,2016-10-26,Disputed
25886,Nanni Greco,Michelangeli Group,1957,2016-07-29,Undisputed
25887,Cipriano Martucci,"Morabito, Bertoli e Zanazzo e figli",1976,2015-12-27,Undisputed
25888,Serena Valmarana,Pisaroni s.r.l.,1571,2015-11-26,Disputed
25889,Micheletto Bixio,Morellato e figli,1252,2018-11-25,Undisputed
25890,Francesco Galilei,Roero e figli,1107,2012-09-24,Disputed
25891,Alderano Mortati,Antonini SPA,1360,2018-03-03,Disputed
25892,Gioele Sagnelli,"Chiaramonte, Satta e Jovinelli Group",1091,2021-09-01,Undisputed
25893,Jacopo Cattaneo,Ruggieri Group,1364,2020-05-20,Undisputed
25894,Victoria Procacci,"Leopardi, Mezzetta e Tutino Group",1222,2019-05-11,Undisputed
25895,Serafina Proietti,Lercari e figli,1847,2013-05-09,Undisputed
25896,Enzo Ughi,Prati-Boaga s.r.l.,1837,2015-10-14,Disputed
25897,Arnulfo Bonolis,Squarcione e figli,1459,2012-11-21,Undisputed
25898,Ronaldo Pellico,Cantimori-Ferretti s.r.l.,1532,2018-10-06,Undisputed
25899,Beppe Sagnelli,"Ferrari, Iannuzzi e Gullotta s.r.l.",1292,2015-01-26,Undisputed
25900,Daria Sordi,Gori-Tagliafierro SPA,1146,2019-05-23,Disputed
25901,Marisa Rossi,Conti Group,1238,2011-12-20,Undisputed
25902,Uberto Donà,Modiano-Santorio Group,1641,2013-04-16,Undisputed
25903,Iolanda Stoppani,Ciampi-Garobbio e figli,1495,2019-06-14,Undisputed
25904,Luchino Bonolis,Sokolov s.r.l.,1844,2019-07-12,Disputed
25905,Margherita Bresciani,"Vezzali, Simeoni e Ferrazzi SPA",1002,2021-06-13,Disputed
25906,Camilla Trotta,Boccherini-Gianvecchio e figli,1312,2013-11-20,Disputed
25907,Antonio Galilei,"Turci, Rossetti e Morpurgo Group",1462,2018-08-07,Disputed
