ID,CUSTOMER_NAME,STORE_NAME,AMOUNT,TRANSACTION_DATE,STATUS
11819,Enzio Pizzo,"Antelami, Pagnotto e Farinelli Group",1659,2016-02-14,Disputed
11820,Marina Corcos,Toldo-Russo Group,1273,2013-09-07,Disputed
11821,Michelotto Tommaseo,"Bonino, Ruggieri e Rosiello e figli",1023,2012-08-19,Undisputed
11822,Milo Vigorelli,Zacchia-Corcos Group,1536,2017-06-13,Disputed
11823,Vincenza Proietti,Contrafatto-Trapani Group,1580,2017-12-13,Disputed
11824,Nanni Romiti,Tarantino-Simeoni Group,1229,2014-12-05,Undisputed
11825,Micheletto Guidone,Sauli SPA,1215,2015-12-13,Undisputed
11826,Mario Broggini,Venier-Zampa e figli,1896,2012-01-26,Disputed
11827,Antonio Crispi,Monduzzi SPA,1086,2015-06-21,Undisputed
11828,Carla Ferrari,"Paltrinieri, Liverotti e Zaccardo e figli",1447,2020-01-28,Disputed
11829,Beppe Aporti,"Falcone, Tartaglia e Golgi s.r.l.",1944,2015-04-06,Undisputed
11830,Mario Camuccini,Donatoni e figli,1030,2017-02-05,Disputed
11831,Pierina Gilardoni,Martucci-Barsanti Group,1986,2015-10-24,Disputed
11832,Francesco Bersani,Pirelli-Emanuelli Group,1242,2015-06-28,Disputed
11833,Nina Ruggeri,Morosini Group,1861,2016-01-13,Undisputed
11834,Dante Polani,Zacchia-Corcos Group,1386,2020-11-27,Disputed
11835,Ferdinando Saracino,"Gabrieli, Sgarbi e Praga Group",1032,2015-11-22,Disputed
11836,Ugolino Dovara,Galeati e figli,1972,2017-02-19,Undisputed
11837,Donatella Valmarana,Perozzo-Montessori s.r.l.,1903,2018-11-20,Undisputed
11838,Ansaldo Monaco,"Scialpi, Varano e Foscari Group",1553,2016-10-14,Disputed
11839,Enrico Trotta,"Russo, Sabatini e Rosiello s.r.l.",1075,2014-06-08,Undisputed
11840,Enrico Caccioppoli,"Ficino, Canova e Detti SPA",1361,2012-10-10,Disputed
11841,Daniele Folliero,Giannotti s.r.l.,1890,2015-08-27,Undisputed
11842,Gaetano Raurica,Casalodi Group,1758,2015-06-05,Disputed
11843,Ida Barese,Bernardi SPA,1702,2020-07-12,Disputed
11844,Fabia Delle,Petrocelli Group,1380,2017-09-05,Undisputed
11845,Rembrandt Donati,"Aulenti, Ponti e Righi e figli",1541,2014-01-29,Disputed
11846,Aria Bataglia,Favata s.r.l.,1553,2018-10-25,Undisputed
11847,Flavia Fibonacci,"Ficino, Faugno e Giannini e figli",1273,2014-02-04,Disputed
11848,Bianca Sandi,"Travaglio, Stradivari e Bassi s.r.l.",1617,2020-04-10,Disputed
11849,Marina Donini,Sauli s.r.l.,1115,2018-08-28,Undisputed
11850,Alphons Crispi,"Luria, Saraceno e Donati SPA",1959,2012-11-16,Disputed
11851,Nanni Antonacci,"Grisoni, Borrani e Sagnelli s.r.l.",1982,2014-04-22,Disputed
11852,Pomponio Sgalambro,"Castellitto, Argentero e Staglieno Group",1083,2016-09-18,Undisputed
11853,Giacobbe Lussu,Tosto Group,1691,2020-08-23,Disputed
11854,Nanni Sommaruga,"Filippini, Esposito e Zaccagnini e figli",1719,2019-03-27,Disputed
11855,Ronaldo Galilei,Trupiano-Mazzacurati SPA,1863,2012-03-06,Disputed
11856,Martino Cheda,Chigi-Berengario SPA,1815,2019-03-29,Disputed
11857,Raffaele Pedroni,Farinelli-Ludovisi e figli,1543,2013-03-04,Disputed
11858,Pierangelo Tropea,Ariasso Group,1199,2014-02-16,Undisputed
11859,Aria Costalonga,Sandi SPA,1443,2018-12-31,Undisputed
11860,Ottavio Fabrizi,Tarantino Group,1461,2020-05-06,Disputed
11861,Giuliana Delle,Antonello Group,1185,2018-04-01,Disputed
11862,Donatello Solimena,Dellucci-Pederiva e figli,1601,2011-12-06,Undisputed
11863,Achille Roccabonella,Marino-Farnese Group,1136,2021-01-12,Undisputed
11864,Lando Ferrari,"Pagliaro, Gozzi e Rosselli s.r.l.",1032,2013-06-25,Disputed
11865,Zaira Giannuzzi,Pedroni Group,1680,2011-12-24,Undisputed
11866,Daniele Brunelleschi,Gucci s.r.l.,1153,2012-06-15,Undisputed
11867,Pierluigi Volta,Santorio e figli,1908,2019-08-26,Disputed
11868,Raffaele Zoppetti,"Virgilio, Benedetti e Tolentino s.r.l.",1507,2017-09-01,Undisputed
11869,Rosaria Bragadin,"Delle, Boito e Biagiotti s.r.l.",1253,2017-05-06,Undisputed
11870,Enrico Pertini,Galeati SPA,1368,2018-10-26,Undisputed
11871,Puccio Gioberti,Ruggeri SPA,1183,2012-11-03,Disputed
11872,Serena Interminei,"Niscoromni, Interminelli e Medici s.r.l.",1022,2014-08-29,Undisputed
11873,Rosina Trebbi,Bompiani s.r.l.,1286,2016-07-12,Disputed
11874,Beppe Ruffini,Gradenigo-Stradivari Group,1658,2014-01-23,Disputed
11875,Stella Brunelleschi,Panicucci-Squarcione SPA,1009,2020-12-28,Disputed
11876,Girolamo Cafarchia,Ginese e figli,1053,2018-11-16,Disputed
11877,Valerio Gozzano,Pacetti-Ferrata s.r.l.,1992,2020-08-03,Disputed
11878,Stefano Pizzetti,Tamburi-Tresoldi s.r.l.,1485,2018-01-21,Undisputed
11879,Ferdinando Costalonga,"Gilardoni, Pertile e Ludovisi s.r.l.",1903,2012-12-20,Undisputed
11880,Rosa Jovinelli,Toscani s.r.l.,1940,2013-01-02,Disputed
11881,Gioachino Farina,Scotto-Sanguineti SPA,1623,2018-06-20,Undisputed
11882,Guido Monaco,Barberini-Barracco SPA,1371,2015-08-17,Undisputed
11883,Antonino Frescobaldi,"Navone, Scarpetta e Ajello s.r.l.",1994,2020-04-04,Undisputed
11884,Beppe Redi,Giovine e figli,1258,2016-03-17,Undisputed
11885,Pierluigi Foa,"Sanudo, Virgilio e Paganini SPA",1037,2014-02-20,Disputed
11886,Liana Gioberti,"Cheda, Crispi e Botta Group",1893,2014-09-25,Disputed
11887,Ronaldo Scaramucci,Vismara e figli,1448,2020-04-25,Disputed
11888,Berenice Veneziano,"Monte, Balotelli e Folliero SPA",1365,2015-08-02,Disputed
11889,Martino Vespucci,Granatelli Group,1443,2019-09-28,Disputed
11890,Nanni Pizzetti,Colletti-Fabrizi s.r.l.,1927,2017-02-15,Disputed
11891,Margherita Polesel,Fornaciari SPA,1588,2021-01-20,Disputed
11892,Gaetano Chiesa,"Scarlatti, Malaparte e Leblanc e figli",1853,2019-12-19,Undisputed
11893,Giuseppina Zamengo,Fattori s.r.l.,1622,2018-01-05,Disputed
11894,Ottavio Coardi,Cocci SPA,1101,2020-08-02,Disputed
11895,Marisa Bonatti,"Meucci, Antonacci e Ciani e figli",1492,2018-05-12,Disputed
11896,Concetta Lussu,Vattimo SPA,1316,2014-08-29,Undisputed
11897,Massimiliano Capone,Calvo-Finetti e figli,1284,2020-03-06,Disputed
11898,Ramona Polesel,Polizzi SPA,1896,2018-11-25,Disputed
11899,Valentina Battelli,"Strangio, Scarlatti e Contrafatto SPA",1758,2019-02-20,Undisputed
11900,Mariano Sandi,Monaco-Balbo SPA,1512,2012-02-27,Disputed
11901,Mariano Marrone,Papetti s.r.l.,1151,2020-03-10,Undisputed
11902,Ansaldo Oscuro,"Proietti, Draghi e Torricelli s.r.l.",1493,2017-01-29,Undisputed
11903,Lamberto Argurio,"Zetticci, Carosone e Leonardi Group",1482,2015-05-19,Disputed
11904,Melania Vecellio,Marinetti Group,1032,2015-08-23,Disputed
11905,Livia Schicchi,"Bonatti, Cheda e Gullotta Group",1328,2017-03-07,Undisputed
11906,Gaetano Carnera,Venturi-Bernardini SPA,1317,2017-03-14,Undisputed
11907,Adriana Pedersoli,Morrocco SPA,1177,2020-03-02,Undisputed
11908,Giuseppe Bertolucci,"Udinese, Visconti e Gagliano SPA",1253,2020-12-26,Undisputed
11909,Giuliana Iannuzzi,"Romano, Malaparte e Cristoforetti SPA",1915,2019-09-30,Undisputed
11910,Rodolfo Sandi,Fieramosca SPA,1051,2019-08-06,Undisputed
11911,Stella Trotta,Rosmini-Lovato SPA,1740,2018-06-18,Disputed
11912,Stefania Pisani,"Crespi, Beffa e Mogherini e figli",1377,2011-11-26,Disputed
11913,Alphons Solari,Pisani-Fusani e figli,1946,2017-10-13,Disputed
11914,Alberto Tresoldi,"Grifeo, Barracco e Carducci Group",1463,2018-10-26,Undisputed
11915,Ludovico Giannuzzi,Pasolini-Amato Group,1324,2016-04-01,Disputed
11916,Berenice Brunelleschi,Volterra-Petrassi Group,1414,2013-01-28,Disputed
11917,Donna Schicchi,"Disdero, Catenazzi e Versace s.r.l.",1672,2020-09-21,Disputed
11918,Livio Valentino,"Casalodi, Renier e Flaiano e figli",1142,2021-04-05,Undisputed
11919,Bartolomeo Pulci,Boito-Dibiasi e figli,1924,2013-11-27,Undisputed
11920,Greco Baglioni,Pertile SPA,1925,2014-02-05,Disputed
11921,Ranieri Pellegrini,"Luria, Spallanzani e Pace s.r.l.",1772,2019-06-14,Disputed
11922,Enrico Ferrari,Munari s.r.l.,1730,2013-12-29,Disputed
11923,Ludovico Milanesi,Ciani SPA,1193,2018-05-28,Disputed
11924,Sandro Donini,"Toninelli, Squarcione e Cabibbo s.r.l.",1479,2020-02-28,Disputed
11925,Gioachino Cheda,Roncalli-Perini e figli,1823,2014-07-24,Disputed
11926,Claudia Pratesi,Burcardo-Respighi SPA,1789,2017-01-26,Disputed
11927,Greco Togliatti,Mannoia-Chiappetta e figli,1966,2011-10-24,Disputed
11928,Fulvio Rinaldi,"Pirelli, Camiscione e Romano e figli",1555,2015-08-03,Undisputed
11929,Ugolino Sraffa,Mazzini-Zacco SPA,1426,2018-05-06,Undisputed
11930,Alessandro Murri,Panicucci-Schiaparelli e figli,1353,2012-02-20,Undisputed
11931,Liberto Porcellato,Piacentini s.r.l.,1706,2019-02-06,Undisputed
11932,Cipriano Boaga,"Bajardi, Bottigliero e Federico SPA",1460,2013-09-03,Undisputed
11933,Jolanda Bacosi,"Antonetti, Leopardi e Marangoni SPA",1980,2012-03-02,Disputed
11934,Ramona Tommaseo,Tomasini SPA,1046,2019-02-18,Disputed
11935,Antonina Dellucci,"Pisacane, Trapani e Cusano s.r.l.",1712,2018-12-08,Undisputed
11936,Alina Cociarelli,Broschi-Carli Group,1257,2013-11-03,Disputed
11937,Mirco Cafarchia,"Basso, Niscoromni e Giulietti s.r.l.",1411,2016-03-17,Undisputed
11938,Alina Piccinni,Ruggieri SPA,1449,2013-11-04,Disputed
11939,Maurizio Giulietti,Pasqua SPA,1651,2013-04-14,Disputed
11940,Uberto Giannuzzi,"Florio, Chiesa e Olivetti Group",1324,2016-04-30,Undisputed
11941,Adriana Redi,"Ricolfi, Riccati e Federico SPA",1925,2018-05-15,Disputed
11942,Gaetano Barcella,"Zaccardo, Savorgnan e Vespa SPA",1772,2021-06-26,Disputed
11943,Raffaele Lussu,Camicione-Berlusconi Group,1592,2013-08-10,Undisputed
11944,Marcello Piccinni,Ritacca-Gemito Group,1165,2014-03-12,Disputed
11945,Romolo Murri,"Spanevello, Pertini e Scamarcio Group",1131,2020-02-20,Undisputed
11946,Livio Villadicani,Bossi s.r.l.,1280,2021-04-30,Undisputed
11947,Romolo Antonacci,Bertoni s.r.l.,1742,2019-12-28,Undisputed
11948,Victoria Bodoni,"Zola, Pistoletto e Legnante e figli",1533,2020-06-22,Undisputed
11949,Carmelo Morrocco,"Muti, Zaguri e Goldoni e figli",1300,2019-01-24,Undisputed
11950,Paola Anguissola,Bixio s.r.l.,1314,2018-10-24,Undisputed
11951,Romeo Nitto,Jacuzzi s.r.l.,1324,2014-08-30,Disputed
11952,Beppe Interminelli,Procacci-Sauro s.r.l.,1321,2015-10-29,Disputed
11953,Liana Ruggeri,Bignardi SPA,1548,2019-12-31,Undisputed
11954,Romeo Comencini,Tebaldi Group,1863,2021-03-20,Disputed
11955,Alfredo Saragat,Murri Group,1038,2020-03-02,Undisputed
11956,Valentina Modigliani,Columbo Group,1010,2020-06-18,Disputed
11957,Costanzo Saraceno,"Scarpa, Anichini e Manolesso s.r.l.",1928,2013-11-18,Undisputed
11958,Alessandro Pisacane,Comolli-Innocenti e figli,1004,2012-09-13,Disputed
11959,Valentina Cattaneo,"Galtarossa, Luxardo e Modugno Group",1083,2018-07-08,Disputed
11960,Mario Conti,"Canova, Soprano e Lettiere e figli",1813,2016-03-27,Disputed
11961,Etta Sraffa,Sauro-Martucci Group,1303,2019-07-28,Disputed
11962,Enrico Spallanzani,"Babato, Calbo e Respighi e figli",1391,2020-05-22,Disputed
11963,Maria Sagese,Sforza-Mengolo e figli,1961,2019-07-21,Disputed
11964,Francesco Rinaldi,Balla SPA,1577,2017-12-08,Disputed
11965,Flora Cociarelli,"Rizzo, Ramazzotti e Toldo s.r.l.",1636,2019-08-17,Disputed
11966,Gioachino Vigorelli,Canetta e figli,1404,2014-09-25,Undisputed
11967,Ivan Bajamonti,"Trobbiani, Soffici e Zampa SPA",1289,2011-11-03,Disputed
11968,Aria Sordi,"Corbo, Garibaldi e Nicolucci SPA",1436,2019-01-30,Undisputed
11969,Panfilo Villadicani,Toldo e figli,1568,2016-02-19,Disputed
11970,Valeria Federici,Tonisto s.r.l.,1599,2021-01-22,Disputed
11971,Giosuè Mantegazza,Scalera-Bonomo s.r.l.,1297,2015-03-28,Disputed
11972,Vincentio Murri,"Vidoni, Barillaro e Bertolucci SPA",1089,2015-03-26,Undisputed
11973,Rosaria Saragat,Faggiani-Pennetta Group,1053,2012-02-03,Undisputed
11974,Pierina Nitto,Lattuada-Benigni Group,1334,2021-07-04,Undisputed
11975,Alberto Fabrizi,Rusticucci e figli,1967,2014-04-06,Disputed
11976,Luchino Iannotti,"Magnani, Letta e Jacuzzi s.r.l.",1363,2020-02-13,Undisputed
11977,Greco Littizzetto,Tiepolo s.r.l.,1903,2018-06-29,Undisputed
11978,Bartolomeo Baglioni,Riccardi Group,1883,2018-12-26,Disputed
11979,Baccio Ossani,"Chechi, Bondumier e Udinesi Group",1166,2017-11-20,Disputed
11980,Costantino Ariasso,Antonetti-Tosto Group,1898,2012-03-12,Disputed
11981,Costantino Argurio,"Faggiani, Taliani e Miniati s.r.l.",1475,2020-02-07,Disputed
11982,Alphons Innocenti,Calbo e figli,1506,2013-08-03,Undisputed
11983,Romina Scaramucci,Vecoli-Gregorio Group,1173,2014-04-22,Disputed
11984,Fernanda Pizzetti,Casagrande-Spanevello e figli,1968,2018-11-15,Disputed
11985,Puccio Celentano,Lanfranchi SPA,1525,2019-05-31,Disputed
11986,Berenice Raurica,"Pietrangeli, Nosiglia e Falloppio s.r.l.",1421,2021-03-07,Undisputed
11987,Delfino Boaga,Sanudo e figli,1039,2013-07-22,Disputed
11988,Sandro Capecchi,Ricolfi-Leoncavallo s.r.l.,1894,2019-02-27,Disputed
11989,Simone Pulci,"Rossellini, Bottaro e Cabrini s.r.l.",1756,2013-03-16,Undisputed
11990,Dina Scarfoglio,Palazzo e figli,1707,2013-09-23,Undisputed
11991,Stefano Mortati,"Falcone, Gualandi e Vespa s.r.l.",1205,2017-08-08,Undisputed
11992,Enrico Pietrangeli,Raurica-Antelami e figli,1063,2012-03-16,Disputed
11993,Gianmarco Casale,Pizzamano-Cantimori SPA,1538,2013-06-10,Undisputed
11994,Etta Morpurgo,"Bignami, Gaito e Serraglio SPA",1743,2013-12-31,Disputed
11995,Giuliana Rossetti,Bandello-Carfagna e figli,1265,2017-07-10,Undisputed
11996,Gianni Camuccini,"Emanuelli, Callegaro e Palumbo SPA",1976,2016-12-01,Disputed
11997,Lamberto Zito,Pascarella-Satriani SPA,1199,2017-07-04,Undisputed
11998,Vincenza Folliero,"Caccianemico, Boiardo e Grimani SPA",1827,2014-05-25,Undisputed
11999,Gioachino Sordi,Caironi e figli,1676,2013-03-05,Undisputed
12000,Mariano Procacci,"Bulzoni, Fermi e Farina Group",1924,2019-04-17,Undisputed
12001,Dante Marrone,Polesel-Fittipaldi Group,1822,2021-07-28,Disputed
12002,Matilda Palmisano,"Brambilla, Renzi e Platini e figli",1438,2020-05-23,Disputed
12003,Ruggiero Bodoni,Impastato-Franceschi e figli,1984,2019-07-01,Disputed
12004,Donna Romiti,Babbo e figli,1706,2017-01-14,Undisputed
12005,Alphons Camuccini,"Cicilia, Lamborghini e Rizzo e figli",1068,2013-01-04,Disputed
12006,Francesca Broggini,Prati e figli,1315,2011-12-28,Disputed
12007,Liliana Camuccini,"Guarana, Palmisano e Zanazzo s.r.l.",1558,2021-03-31,Undisputed
12008,Dante Innocenti,Finotto s.r.l.,1234,2018-12-16,Disputed
12009,Pierluigi Scalera,"Russo, Pizzo e Castelli Group",1283,2020-09-09,Undisputed
12010,Vittorio Gozzano,Balotelli-Tencalla s.r.l.,1681,2014-03-10,Disputed
12011,Daria Sraffa,Tartini s.r.l.,1554,2012-04-20,Disputed
12012,Zaira Ciani,"Cassarà, Guarana e Cilea SPA",1689,2018-01-30,Undisputed
12013,Gloria Pellegrini,Renault-Grimani e figli,1922,2019-04-03,Disputed
12014,Luciana Dulbecco,"Caccioppoli, Mannoia e Turci s.r.l.",1479,2021-05-07,Disputed
12015,Alderano Rossetti,Goldoni e figli,1168,2020-10-03,Disputed
12016,Ivo Marzorati,Greggio e figli,1577,2012-05-03,Disputed
12017,Diana Mortati,Bertoni-Mazzeo s.r.l.,1272,2017-04-22,Disputed
12018,Licia Tron,Treves e figli,1577,2016-02-21,Undisputed
12019,Panfilo Crispi,Scotti SPA,1081,2018-09-23,Disputed
12020,Marcello Lamborghini,Scotto-Sanguineti SPA,1136,2018-10-09,Disputed
12021,Flavio Silvestri,Guicciardini s.r.l.,1556,2012-11-02,Undisputed
12022,Alfredo Milanesi,Bersani-Mozart s.r.l.,1985,2013-03-21,Undisputed
12023,Aria Frescobaldi,Peranda-Cutrufo Group,1933,2014-04-01,Undisputed
12024,Gioele Angeli,Barcella-Mastroianni Group,1012,2017-07-03,Disputed
12025,Ivo Endrizzi,"Lussu, Nonis e Baroffio s.r.l.",1402,2015-01-27,Undisputed
12026,Livia Sraffa,Abbagnale SPA,1687,2019-08-15,Disputed
12027,Enrico Bonatti,Riccardi-Giacconi s.r.l.,1163,2016-01-16,Undisputed
12028,Ferdinando Veneziano,Mezzetta-Farnese s.r.l.,1393,2019-03-24,Undisputed
12029,Carmelo Durante,Dossi Group,1792,2020-11-02,Undisputed
12030,Dolores Faugno,"Venier, Carfagna e Turci Group",1729,2013-10-12,Undisputed
12031,Rosaria Pisani,Tirabassi Group,1839,2021-07-12,Disputed
12032,Puccio Piccinni,Piane SPA,1259,2012-04-15,Undisputed
12033,Nedda Morpurgo,Tozzo-Marsili Group,1792,2013-04-15,Disputed
12034,Valeria Pausini,Donatoni SPA,1594,2016-10-21,Undisputed
12035,Stefano Sauli,Rossellini-Lippomano e figli,1194,2015-10-27,Disputed
12036,Enrico Trevisani,"Condoleo, Telesio e Gioberti e figli",1836,2019-01-19,Disputed
12037,Vincentio Crispi,"Gargallo, Pacetti e Ricci s.r.l.",1272,2017-09-27,Disputed
12038,Stella Littizzetto,Monteverdi-Jovinelli Group,1617,2018-01-09,Undisputed
12039,Filippa Mascheroni,Stoppani s.r.l.,1688,2012-03-27,Undisputed
12040,Angelica Vigorelli,Broschi SPA,1409,2015-10-15,Disputed
12041,Filippa Trebbi,"Curci, Maderna e Maderna s.r.l.",1122,2012-12-04,Disputed
12042,Serena Pausini,Montalcini s.r.l.,1918,2016-08-18,Disputed
12043,Amleto Vigorelli,Bongiorno e figli,1935,2018-12-24,Undisputed
12044,Gaetano Niscoromni,Prati SPA,1977,2020-11-08,Undisputed
12045,Pierangelo Barcaccia,"Vigorelli, Disdero e Petrucci s.r.l.",1627,2018-10-30,Disputed
12046,Micheletto Conti,Mazzi SPA,1185,2015-08-27,Undisputed
12047,Barbara Pizzo,Coppola-Littizzetto SPA,1317,2020-07-24,Disputed
12048,Ansaldo Brunelleschi,Errigo-Montalti e figli,1526,2017-06-11,Disputed
12049,Amleto Corcos,"Bersani, Interiano e Barillaro SPA",1264,2018-11-09,Disputed
12050,Fabia Brunelleschi,Cianciolo-Rossellini SPA,1690,2019-06-06,Undisputed
12051,Gaetano Saracino,Muratori s.r.l.,1187,2014-11-27,Undisputed
12052,Daria Monicelli,Briccialdi-Navone s.r.l.,1358,2017-04-30,Disputed
12053,Luchino Cianciolo,Pirelli-Emanuelli Group,1498,2013-03-19,Disputed
12054,Greca Galuppi,Mercantini e figli,1461,2017-03-01,Undisputed
12055,Camillo Basso,"Bellò, Grossi e Catalano e figli",1966,2012-06-01,Undisputed
12056,Adelmo Ferrari,Capuana SPA,1972,2021-08-24,Disputed
12057,Marina Russo,Ariasso e figli,1919,2020-04-10,Undisputed
12058,Enrico Gadda,Missoni SPA,1380,2017-01-23,Disputed
12059,Stella Polesel,Micca s.r.l.,1674,2017-04-15,Undisputed
12060,Nedda Cociarelli,Renzi-Sonnino e figli,1648,2012-03-13,Disputed
12061,Lando Monicelli,"Abatantuono, Nievo e Mercalli e figli",1399,2021-03-13,Undisputed
12062,Diana Scarlatti,"Trapanese, Sagredo e Pertini s.r.l.",1878,2018-08-31,Disputed
12063,Alessandro Conti,Petrucci-Parisi Group,1899,2015-06-29,Undisputed
12064,Riccardo Camanni,"Curci, Maderna e Maderna s.r.l.",1228,2011-10-18,Disputed
12065,Antonino Leoncavallo,Bova e figli,1829,2019-09-29,Undisputed
12066,Rosa Lucciano,"Mastroianni, Sandi e Monte s.r.l.",1031,2016-04-19,Disputed
12067,Donatella Gualandi,"Bianchi, Scalfaro e Zamorani e figli",1870,2019-02-08,Disputed
12068,Adele Trotta,"Spanevello, Giannini e Interiano SPA",1346,2011-10-25,Disputed
12069,Flora Bragadin,"Botta, Almagià e Salgari SPA",1550,2012-01-29,Disputed
12070,Antonio Aporti,"Spinola, Marino e Gravina SPA",1606,2018-04-03,Disputed
12071,Paolo Boaga,Crispi e figli,1998,2018-10-15,Undisputed
12072,Alberico Sollima,"Tremonti, Poerio e Malatesta Group",1312,2013-11-10,Undisputed
12073,Dante Cassarà,Gramsci-Maderno SPA,1161,2018-01-17,Disputed
12074,Filippa Trotta,Ponti-Gramsci SPA,1843,2019-03-17,Undisputed
12075,Milo Pedersoli,Pezzali s.r.l.,1384,2016-04-02,Disputed
12076,Bruno Marzorati,"Pacomio, Raimondi e Fittipaldi Group",1621,2018-10-11,Disputed
12077,Alina Fibonacci,"Abatantuono, Nievo e Mercalli e figli",1631,2021-06-19,Undisputed
12078,Carmelo Sauli,"Donà, Romano e Antonelli s.r.l.",1305,2014-06-01,Undisputed
12079,Alessandra Renzi,Beccheria-Polizzi s.r.l.,1529,2013-06-13,Disputed
12080,Vittorio Trevisan,"Guarana, Villarosa e Bianchi SPA",1045,2017-11-14,Undisputed
12081,Costantino Scotto,"Paganini, Pizzetti e Nugnes SPA",1435,2014-05-09,Disputed
12082,Enzio Bragadin,Fioravanti-Vespucci s.r.l.,1128,2012-06-25,Disputed
12083,Vincentio Roccabonella,Anichini-Lancisi SPA,1783,2016-05-30,Disputed
12084,Costantino Corcos,Cocci SPA,1392,2013-08-14,Undisputed
12085,Gioachino Bersani,Sandi SPA,1809,2014-01-05,Undisputed
12086,Aria Zamengo,Dulbecco SPA,1969,2021-07-20,Disputed
12087,Monica Rossellini,Zoppetti-Roero s.r.l.,1554,2016-08-14,Undisputed
12088,Adriana Brunelleschi,Barbarigo s.r.l.,1297,2021-06-16,Disputed
12089,Camillo Zacchia,"Casellati, Zola e Molesini Group",1292,2020-01-01,Undisputed
12090,Ramona Trupiano,Donati-Corcos e figli,1817,2019-09-13,Undisputed
12091,Daria Trupiano,Farina e figli,1121,2014-01-22,Undisputed
12092,Enzo Vigorelli,"Gregori, Fusani e Canetta e figli",1331,2020-09-06,Undisputed
12093,Giuseppe Brunelleschi,Lucchesi-Babati s.r.l.,1734,2017-02-23,Disputed
12094,Agostino Toselli,Tomei Group,1289,2016-01-13,Disputed
12095,Gianfrancesco Sobrero,Bergoglio Group,1539,2018-11-30,Undisputed
12096,Antonino Camuccini,"Bianchi, Scalfaro e Zamorani e figli",1321,2017-11-19,Disputed
12097,Liana Broggini,Carosone e figli,1319,2020-10-20,Disputed
12098,Cipriano Ughi,"Pelli, Geraci e Cabibbo s.r.l.",1930,2019-08-09,Undisputed
12099,Serafina Bianchini,Rismondo SPA,1151,2019-03-06,Disputed
12100,Baccio Capone,Strangio-Orsini Group,1340,2015-01-10,Undisputed
12101,Gioachino Fabrizi,"Pacillo, Castellitto e Montalti s.r.l.",1055,2012-03-11,Undisputed
12102,Dina Boaga,"Rossini, Schiavone e Maspero e figli",1328,2012-08-29,Disputed
12103,Carmelo Innocenti,Basso Group,1817,2020-09-14,Disputed
12104,Gaetano Pausini,Mezzetta SPA,1162,2021-08-11,Undisputed
12105,Mariano Capone,Guarato-Casalodi e figli,1264,2015-04-04,Undisputed
12106,Angelina Giannuzzi,Parini-Natta e figli,1596,2016-10-04,Disputed
12107,Sole Giulietti,Nordio Group,1300,2015-05-15,Disputed
12108,Bruno Ruffini,Civaschi SPA,1451,2020-07-01,Disputed
12109,Filippa Innocenti,Gualandi-Ughi s.r.l.,1756,2017-04-03,Disputed
12110,Ivan Schiaparelli,"Pizzo, Porzio e Agazzi SPA",1507,2019-10-11,Disputed
12111,Nicoletta Interminei,Piane s.r.l.,1115,2017-01-18,Disputed
12112,Ermanno Mortati,Falcone SPA,1112,2019-03-07,Disputed
12113,Virginia Bignardi,Antonini-Iannotti s.r.l.,1730,2015-01-20,Disputed
12114,Arnulfo Interminei,Balotelli-Zetticci s.r.l.,1804,2017-06-15,Disputed
12115,Marissa Giulietti,"Antonetti, Leopardi e Marangoni SPA",1566,2013-10-07,Disputed
12116,Temistocle Gadda,Biagiotti Group,1893,2018-04-21,Disputed
12117,Piersanti Botticelli,"Bragadin, Cusano e Ritacca s.r.l.",1283,2014-10-20,Undisputed
12118,Vittorio Pausini,Scarlatti e figli,1000,2015-04-14,Undisputed
12119,Luciana Berrè,Comisso e figli,1477,2019-11-17,Undisputed
12120,Leonardo Camanni,Murialdo e figli,1132,2019-08-15,Disputed
12121,Nanni Aporti,Barcella-Ritacca Group,1264,2021-05-29,Disputed
12122,Stella Rastelli,Proietti-Soffici s.r.l.,1579,2016-04-17,Undisputed
12123,Gianluigi Scotto,Argenti-Benigni e figli,1006,2013-02-06,Undisputed
12124,Antonino Russo,Bonino-Rizzo s.r.l.,1201,2019-01-12,Disputed
12125,Benedetto Redi,Saffi e figli,1065,2019-11-13,Undisputed
12126,Ernesto Dellucci,Gremese e figli,1833,2020-08-15,Disputed
12127,Gaetano Caccioppoli,Ariasso Group,1147,2015-03-31,Undisputed
12128,Livia Lussu,Pisano-Cremonesi e figli,1626,2014-12-14,Disputed
12129,Francesco Spallanzani,Verga-Nicolucci s.r.l.,1184,2011-11-16,Undisputed
12130,Enrico Saragat,Tacchini s.r.l.,1747,2014-05-08,Undisputed
12131,Benedetto Foà,"Falier, Pometta e Ligorio s.r.l.",1557,2016-04-15,Disputed
12132,Adele Costalonga,"Lamborghini, Pisano e Stefanelli e figli",1154,2017-12-11,Disputed
12133,Flora Fischetti,Argan-Ricolfi SPA,1862,2014-07-26,Undisputed
12134,Fulvio Bajamonti,"Papafava, Natta e Pirelli Group",1702,2011-12-02,Disputed
12135,Valentina Chechi,Fanucci e figli,1251,2019-06-14,Undisputed
12136,Stella Capone,Fabrizi s.r.l.,1059,2015-02-21,Disputed
12137,Agostino Boiardo,"Bianchini, Saffi e Cilea SPA",1400,2014-10-16,Disputed
12138,Gloria Caccioppoli,Caboto-Tiepolo s.r.l.,1040,2013-11-05,Disputed
12139,Ludovico Chittolini,Finetti s.r.l.,1819,2015-07-29,Undisputed
